日付,銘柄,株価,限月,コールスト,コール終値,コール理論,コールIV,プットスト,プット終値,プット理論,プットIV,原資産IV
2025-10-21,5802,4534.0,202511,4800.0,311.9,63.24002838504998,0.305241,4400.0,311045802,97.96512196659864,,0.305241
2025-10-21,6098,7910.0,202511,8250.0,528.36,234.49865346744173,0.412123,7500.0,311136098,194.13595323133487,,0.412123
2025-10-21,6301,5488.0,202511,5750.0,340.09,101.98112995752513,0.322516,5250.0,311166301,101.28956023643514,,0.322516
2025-10-21,6501,4498.0,202511,4700.0,320.83,147.30157847055057,0.446372,4300.0,311186501,139.1524639739739,,0.446372
2025-10-21,6503,3941.0,202511,4200.0,289.4,43.867336071894215,0.292023,3800.0,311036503,70.77459726973916,,0.292023
2025-10-21,6594,2580.0,202511,2800.0,237.8,26.866469135752425,0.328406,2400.0,311026594,29.75968482704457,,0.328406
2025-10-21,6702,3772.0,202511,4000.0,256.9,41.38484025391642,0.277504,3600.0,311026702,50.51179849080563,,0.277504
2025-10-21,6723,1995.5,202511,2000.0,84.05,91.62434150515014,0.411011,1900.0,311056723,51.55988346856316,,0.411011
2025-10-21,6752,1851.5,202511,1950.0,151.95,66.49885203777842,0.500663,1750.0,311206752,60.1081525811768,,0.500663
2025-10-21,6758,4418.0,202511,4612.0,317.32,152.15797574196267,0.4586,4200.0,311496758,133.34726097122325,,0.4586
2025-10-21,6762,2443.5,202511,2600.0,189.12,43.905860438707805,0.360688,2400.0,311056762,79.6115426431976,,0.360688
2025-10-21,6861,60830.0,202511,64000.0,4287.61,1436.0112755864102,0.383205,58000.0,311186861,1428.404645775572,,0.383205
2025-10-21,6954,4770.0,202511,5000.0,303.5,95.35774392885378,0.337488,4600.0,311056954,108.32516905324974,,0.337488
2025-10-21,7203,3005.0,202511,3200.0,226.51,43.63839315246071,0.327091,2900.0,311167203,65.75503328106515,,0.327091
2025-10-21,7974,13240.0,202511,14000.0,1050.42,370.2623672249292,0.439597,12500.0,311097974,342.7324511043539,,0.439597
2025-10-21,8035,30710.0,202511,32000.0,2509.94,1474.0137511879457,0.573735,29250.0,311478035,1320.3924514805858,,0.573735
2025-10-21,8306,2307.5,202511,2400.0,140.58,60.16368348883077,0.370416,2200.0,311158306,51.147352334455945,,0.370416
2025-10-21,9432,160.10000610351562,202511,175.0,14.91,0.1663719627697863,0.18394,150.0,311069432,0.4257979926276505,,0.18394
2025-10-21,9984,24920.0,202511,26250.0,2648.21,1587.1246019395094,0.749361,23750.0,311399984,1548.391996309194,,0.749361
2025-10-22,2914,4971.0,202511,5250.0,305.2,41.46192916633686,0.237051,4700.0,311152914,37.77273754012742,,0.237051
2025-10-22,3382,2042.0,202511,2200.0,163.18,10.032233757106724,0.237696,1900.0,311023382,10.004129918249191,,0.237696
2025-10-22,4063,4940.0,202511,5250.0,371.1,86.44060947259891,0.352519,4700.0,311194063,97.34796177962176,,0.352519
2025-10-22,4502,4294.0,202511,4500.0,238.29,47.40789695006083,0.246987,4100.0,311124502,45.92378561785017,,0.246987
2025-10-22,5108,6762.0,202511,7000.0,287.21,70.25018935299067,0.20619,6500.0,311025108,59.02900796700442,,0.20619
2025-10-22,5401,627.0999755859375,202511,660.0,40.57,10.67897200810674,0.320344,600.0,311135401,11.470246045329304,,0.320344
2025-10-22,5713,4927.0,202511,5000.0,190.2,143.36961909612685,0.312755,4600.0,311055713,54.43624530159127,,0.312755
2025-10-22,5802,4494.0,202511,4800.0,342.79,55.51861610146853,0.311433,4200.0,311035802,50.1700776091991,,0.311433
2025-10-22,6098,7871.0,202511,8250.0,542.7,214.61750687905987,0.405943,7500.0,311136098,201.3448461820526,,0.405943
2025-10-22,6301,5584.0,202511,5750.0,274.99,139.1069640998703,0.326978,5250.0,311166301,77.77784283490246,,0.326978
2025-10-22,6501,4470.0,202511,4700.0,332.79,134.28452860144898,0.441502,4200.0,311176501,109.68761092188448,,0.441502
2025-10-22,6503,3934.0,202511,4200.0,292.33,40.96607444475399,0.288297,3800.0,311036503,71.50838243185126,,0.288297
2025-10-22,6594,2612.0,202511,2800.0,211.6,35.328179616643865,0.333766,2400.0,311026594,24.729612949975945,,0.333766
2025-10-22,6702,3819.0,202511,4000.0,218.98,53.65541246792259,0.276658,3600.0,311026702,38.921659678953006,,0.276658
2025-10-22,6723,1957.5,202511,2000.0,100.77,71.55255478138429,0.403356,1900.0,311056723,63.11557760450444,,0.403356
2025-10-22,6752,1833.5,202511,1950.0,161.68,59.60238008156307,0.499758,1750.0,311206752,65.93418488187444,,0.499758
2025-10-22,6758,4400.0,202511,4612.0,319.89,139.59379338700887,0.447123,4200.0,311496758,134.0379009085184,,0.447123
2025-10-22,6762,2477.5,202511,2600.0,163.39,54.8503978895194,0.361571,2400.0,311056762,66.75345250498185,,0.361571
2025-10-22,6861,61000.0,202511,64000.0,4069.09,1425.3410777851605,0.372448,58000.0,311186861,1310.4626491317576,,0.372448
2025-10-22,6954,4849.0,202511,5000.0,243.83,118.97380410677532,0.328144,4600.0,311056954,79.84372667889147,,0.328144
2025-10-22,7203,3104.0,202511,3300.0,225.85,43.64713057551239,0.317804,2900.0,311167203,36.07457511364965,,0.317804
2025-10-22,7974,13105.0,202511,13750.0,948.69,395.236487475966,0.435882,12500.0,311097974,380.3493167037732,,0.435882
2025-10-22,8035,30730.0,202511,32500.0,2785.59,1300.4561616973317,0.572138,29250.0,311478035,1308.1388571899406,,0.572138
2025-10-22,8306,2280.0,202511,2400.0,154.94,47.468401127811376,0.357975,2200.0,311158306,57.16256295652761,,0.357975
2025-10-22,9432,159.8000030517578,202511,175.0,15.19,0.1359284587259877,0.180016,150.0,311069432,0.4245312582566001,,0.180016
2025-10-22,9984,23700.0,202511,25000.0,2501.21,1494.478119020654,0.74853,22500.0,311349984,1431.184780145637,,0.74853
2025-10-23,2914,5005.0,202511,5250.0,274.24,47.01813669382955,0.231622,4800.0,311162914,52.27037192819171,,0.231622
2025-10-23,3382,2040.5,202511,2200.0,163.05,8.244061988268783,0.22534,1900.0,311023382,8.651720619498008,,0.22534
2025-10-23,4063,4900.0,202511,5250.0,401.13,78.66764307248422,0.359694,4700.0,311194063,113.26569116150448,,0.359694
2025-10-23,4502,4288.0,202511,4500.0,241.28,45.91879529360017,0.2472,4100.0,311124502,47.49983816943745,,0.2472
2025-10-23,5108,6785.0,202511,7000.0,268.1,77.47103310983152,0.206686,6500.0,311025108,53.9432326378078,,0.206686
2025-10-23,5401,618.2000122070312,202511,640.0,31.58,13.297772294557262,0.313407,580.0,311125401,7.555043098830907,,0.313407
2025-10-23,5713,5086.0,202511,5500.0,438.11,43.46438515401405,0.296545,4800.0,311065713,61.967152323214805,,0.296545
2025-10-23,5802,4530.0,202511,4800.0,305.9,56.31366826154044,0.291443,4400.0,311045802,92.7281079706156,,0.291443
2025-10-23,6098,7729.0,202511,8000.0,456.68,243.75825439750545,0.40415,7250.0,311126098,157.86742715898117,,0.40415
2025-10-23,6301,5520.0,202511,5750.0,313.17,115.30633459810996,0.326981,5250.0,311166301,94.42562044685474,,0.326981
2025-10-23,6501,4429.0,202511,4700.0,358.64,122.31505029650224,0.447118,4200.0,311176501,124.59856431855997,,0.447118
2025-10-23,6503,3954.0,202511,4200.0,276.17,47.8771981266317,0.29441,3800.0,311036503,67.6940290582495,,0.29441
2025-10-23,6594,2550.5,202511,2600.0,109.14,75.92744849187534,0.335268,2400.0,311026594,37.99263901206007,,0.335268
2025-10-23,6702,3858.0,202511,4000.0,188.03,64.71667525793077,0.27356,3600.0,311026702,30.29109874989183,,0.27356
2025-10-23,6723,1848.0,202511,1900.0,103.02,65.52275128693543,0.416066,1800.0,311046723,64.8470432920733,,0.416066
2025-10-23,6752,1817.5,202511,1900.0,135.08,69.25164230154701,0.496308,1750.0,311206752,70.96925340277187,,0.496308
2025-10-23,6758,4389.0,202511,4612.0,325.57,138.60038907443004,0.453739,4200.0,311496758,140.81776228392005,,0.453739
2025-10-23,6762,2409.0,202511,2600.0,211.76,33.361900490261064,0.354811,2200.0,311046762,23.83826381949813,,0.354811
2025-10-23,6861,60080.0,202511,63000.0,3974.74,1459.380654735989,0.379476,57000.0,311176861,1290.571576891056,,0.379476
2025-10-23,6954,4838.0,202511,5000.0,254.55,123.30085117115982,0.34431,4600.0,311056954,90.47454232061136,,0.34431
2025-10-23,7203,3091.0,202511,3200.0,158.69,67.48260524114175,0.316384,2900.0,311167203,38.56866279983024,,0.316384
2025-10-23,7974,13050.0,202511,13750.0,979.72,382.73340410164656,0.441374,12500.0,311097974,406.3706602130696,,0.441374
2025-10-23,8035,29730.0,202511,31000.0,2382.01,1433.7326409386224,0.578082,28250.0,311438035,1264.4750849224529,,0.578082
2025-10-23,8306,2261.5,202511,2400.0,167.09,42.056511731684736,0.359638,2100.0,311148306,31.081319057110136,,0.359638
2025-10-23,9432,159.6999969482422,202511,175.0,15.28,0.1185197278822203,0.176557,150.0,311069432,0.406298906553026,,0.176557
2025-10-23,9984,22595.0,202511,23750.0,2329.07,1499.02408299337,0.765491,21500.0,311309984,1427.8610034831709,,0.765491
2025-10-24,2914,4971.0,202511,5250.0,300.37,39.33690170649379,0.23199,4700.0,311152914,35.79750847953994,,0.23199
2025-10-24,3382,2014.0,202511,2200.0,187.47,5.381445382382111,0.22563,1900.0,311023382,12.68568672590061,,0.22563
2025-10-24,4063,4905.0,202511,5250.0,401.6,89.93664787977036,0.380706,4700.0,311194063,122.27938564802209,,0.380706
2025-10-24,4502,4296.0,202511,4500.0,233.09,47.77413613190379,0.246575,4100.0,311124502,45.27564153212643,,0.246575
2025-10-24,5108,6771.0,202511,7000.0,271.54,67.5654358191955,0.198217,6500.0,311025108,52.15996621301247,,0.198217
2025-10-24,5401,624.9000244140625,202511,660.0,40.88,9.218658167498631,0.307156,600.0,311135401,11.309984725983156,,0.307156
2025-10-24,5713,5094.0,202511,5500.0,428.35,43.49455454609279,0.292776,4800.0,311065713,58.44914977974668,,0.292776
2025-10-24,5802,4610.0,202511,4800.0,243.75,79.88438206333717,0.29174,4400.0,311045802,68.01861840012452,,0.29174
2025-10-24,6098,7930.0,202511,8250.0,489.87,235.60459685337992,0.404511,7500.0,311136098,182.12296126262936,,0.404511
2025-10-24,6301,5638.0,202511,6000.0,415.67,86.8313356768083,0.33463,5250.0,311166301,69.22085355245235,,0.33463
2025-10-24,6501,4569.0,202511,4800.0,339.87,152.3787361150189,0.46922,4300.0,311186501,127.04937517587793,,0.46922
2025-10-24,6503,4004.0,202511,4200.0,233.61,58.811100838262746,0.287327,3800.0,311036503,51.16908950985601,,0.287327
2025-10-24,6594,2460.0,202511,2600.0,163.87,37.87653880147127,0.315735,2400.0,311026594,60.9626684718437,,0.315735
2025-10-24,6702,3868.0,202511,4000.0,176.35,64.73213467302912,0.26522,3600.0,311026702,26.241932179678315,,0.26522
2025-10-24,6723,1843.5,202511,1900.0,100.71,59.501634025832345,0.396232,1800.0,311046723,62.57865281673446,,0.396232
2025-10-24,6752,1839.0,202511,1950.0,154.37,61.75387425474605,0.500511,1750.0,311206752,64.19914417468021,,0.500511
2025-10-24,6758,4377.0,202511,4600.0,319.81,136.59459293480904,0.45074,4132.0,311166758,118.0623969415276,,0.45074
2025-10-24,6762,2528.5,202511,2600.0,123.72,70.71029242994496,0.349722,2400.0,311056762,47.300038794710986,,0.349722
2025-10-24,6861,60990.0,202511,64000.0,4020.98,1467.2254923507717,0.37947,58000.0,311186861,1356.2432137479957,,0.37947
2025-10-24,6954,4882.0,202511,5000.0,219.52,135.97939270828124,0.334856,4600.0,311056954,74.25080685964258,,0.334856
2025-10-24,7203,3127.0,202511,3300.0,205.81,51.26040909456037,0.321676,3000.0,311177203,60.35866276113131,,0.321676
2025-10-24,7974,12840.0,202511,13500.0,929.13,382.1539432647605,0.438771,12250.0,311087974,377.5542467606992,,0.438771
2025-10-24,8035,30270.0,202511,32000.0,2677.81,1306.920898421553,0.578519,28750.0,311458035,1283.459352806014,,0.578519
2025-10-24,8306,2234.0,202511,2300.0,111.18,61.47388705216349,0.349895,2100.0,311148306,35.64185450598109,,0.349895
2025-10-24,9432,159.8000030517578,202511,175.0,15.16,0.0842842271184087,0.165486,150.0,311069432,0.3109212106772006,,0.165486
2025-10-24,9984,23880.0,202511,25000.0,2329.02,1588.2780852827343,0.753196,22750.0,311359984,1489.6803707285126,,0.753196
2025-10-27,2914,5010.0,202511,5250.0,269.22,58.28879384844936,0.25309,4800.0,311162914,60.96303335668017,,0.25309
2025-10-27,3382,2017.0,202511,2200.0,184.86,7.956138804434602,0.247302,1900.0,311023382,15.454795780254017,,0.247302
2025-10-27,4063,4725.0,202511,5000.0,301.03,54.67629637385039,0.278609,4500.0,311174063,61.01080206669553,,0.278609
2025-10-27,4502,4369.0,202511,4600.0,254.01,47.89793370715347,0.258652,4200.0,311134502,59.72890654582693,,0.258652
2025-10-27,5108,6845.0,202511,7000.0,216.78,100.86606034384296,0.21103,6500.0,311025108,43.98513211280715,,0.21103
2025-10-27,5401,636.7000122070312,202511,660.0,32.75,15.280122238939072,0.34051,600.0,311135401,10.036516634418888,,0.34051
2025-10-27,5713,5197.0,202511,5500.0,343.3,78.44258863210212,0.316248,5000.0,311075713,102.33336844297492,,0.316248
2025-10-27,5802,4770.0,202511,5000.0,277.31,84.86815985453359,0.316154,4600.0,311055802,97.73384672548968,,0.316154
2025-10-27,6098,7905.0,202511,8250.0,492.83,236.83000109493787,0.417031,7500.0,311136098,199.5787928858458,,0.417031
2025-10-27,6301,5864.0,202511,6250.0,438.11,100.84605770972688,0.357418,5500.0,311176301,94.09638327099448,,0.357418
2025-10-27,6501,4738.0,202511,5000.0,362.96,163.6958602100431,0.494484,4500.0,311206501,159.03989882715928,,0.494484
2025-10-27,6503,4090.0,202511,4200.0,166.46,88.85671082190788,0.288833,3800.0,311036503,33.48627437919436,,0.288833
2025-10-27,6594,2570.5,202511,2600.0,90.98,86.53421750022926,0.340356,2400.0,311026594,34.408587050962865,,0.340356
2025-10-27,6702,3921.0,202511,4200.0,294.95,37.79991850725196,0.287386,3800.0,311036702,75.42136766504632,,0.287386
2025-10-27,6723,1890.0,202511,2000.0,138.2,48.57035802053144,0.420459,1800.0,311046723,50.826360276192304,,0.420459
2025-10-27,6752,1821.0,202511,1900.0,127.24,74.07590419299629,0.513028,1750.0,311206752,72.96871220856019,,0.513028
2025-10-27,6758,4402.0,202511,4612.0,305.71,151.99517196112402,0.47122,4200.0,311496758,144.46481553180138,,0.47122
2025-10-27,6762,2589.0,202511,2800.0,230.33,40.526525422582495,0.379978,2400.0,311056762,39.03935109063855,,0.379978
2025-10-27,6861,61950.0,202511,65000.0,4007.37,1600.5651731836042,0.395829,59000.0,311196861,1510.1256864578718,,0.395829
2025-10-27,6954,4973.0,202511,5000.0,162.97,185.82773838478943,0.349136,4800.0,311066954,120.61122312834232,,0.349136
2025-10-27,7203,3218.0,202511,3400.0,213.9,58.77942096419315,0.343766,3100.0,311187203,73.95994957281891,,0.343766
2025-10-27,7974,13050.0,202511,13750.0,956.61,419.0498761554163,0.467121,12500.0,311097974,441.9036629351376,,0.467121
2025-10-27,8035,30620.0,202511,32000.0,2401.5,1537.4808716416885,0.603364,29000.0,311468035,1344.922668764255,,0.603364
2025-10-27,8306,2273.0,202511,2400.0,152.96,46.50213417579039,0.363503,2200.0,311158306,60.95839944736167,,0.363503
2025-10-27,9432,162.5,202511,175.0,12.51,0.2629503855881268,0.175282,150.0,311069432,0.1854068291330008,,0.175282
2025-10-27,9984,25470.0,202511,26750.0,2493.12,1784.452661218418,0.795388,24250.0,311419984,1698.4917557137942,,0.795388
2025-10-28,2914,4981.0,202511,5250.0,290.6,50.61072631268394,0.252677,4700.0,311152914,41.997535353738726,,0.252677
2025-10-28,3382,1980.5,202511,2000.0,49.79,45.00991444974727,0.238164,1900.0,311023382,22.054434765389946,,0.238164
2025-10-28,4063,4672.0,202511,4900.0,260.88,66.96672013636748,0.283333,4400.0,311164063,49.25636979494243,,0.283333
2025-10-28,4502,4302.0,202511,4500.0,224.02,54.20675389793632,0.258179,4100.0,311124502,48.30043273678166,,0.258179
2025-10-28,5108,6750.0,202511,7000.0,282.3,68.01121963665469,0.207987,6500.0,311025108,63.10847239331633,,0.207987
2025-10-28,5401,636.7000122070312,202511,660.0,32.79,16.060013918338996,0.351756,600.0,311135401,10.70039427300128,,0.351756
2025-10-28,5713,4907.0,202511,5000.0,179.11,132.8026352140987,0.309693,4600.0,311055713,57.46432028285881,,0.309693
2025-10-28,5802,4758.0,202511,5000.0,283.85,81.92386918672196,0.317838,4600.0,311055802,102.56926380486516,,0.317838
2025-10-28,6098,7719.0,202511,8000.0,427.67,239.81184106066348,0.40425,7250.0,311126098,160.6687224966904,,0.40425
2025-10-28,6301,5789.0,202511,6000.0,297.66,146.43115965028392,0.351946,5500.0,311176301,111.22121782579688,,0.351946
2025-10-28,6501,4678.0,202511,4900.0,328.27,175.3422052294295,0.497197,4400.0,311196501,142.30916718147728,,0.497197
2025-10-28,6503,4080.0,202511,4200.0,172.16,87.6259783682317,0.2947,3800.0,311036503,37.127402853568015,,0.2947
2025-10-28,6594,2070.5,202511,2200.0,146.58,35.286025856659535,0.347326,2000.0,311076594,50.4041199208865,,0.347326
2025-10-28,6702,3860.0,202511,4000.0,177.32,67.63558756594352,0.279087,3600.0,311026702,31.534428037904263,,0.279087
2025-10-28,6723,1916.0,202511,2000.0,115.65,54.05562488377143,0.401635,1800.0,311046723,39.53242327654118,,0.401635
2025-10-28,6752,1826.5,202511,1900.0,120.27,74.5907054136095,0.504297,1750.0,311206752,69.27434928188495,,0.504297
2025-10-28,6758,4375.0,202511,4600.0,309.63,144.3557110707677,0.468608,4132.0,311166758,126.56533262055882,,0.468608
2025-10-28,6762,2572.5,202511,2800.0,243.61,38.40724846178762,0.388332,2400.0,311056762,44.86838385358794,,0.388332
2025-10-28,6861,60880.0,202511,64000.0,3979.01,1540.253845775871,0.396706,58000.0,311186861,1496.2386932027512,,0.396706
2025-10-28,6954,4836.0,202511,5000.0,241.93,129.09354089615385,0.356664,4600.0,311056954,96.93087287659932,,0.356664
2025-10-28,7203,3171.0,202511,3300.0,168.81,70.23587478735294,0.33587,3000.0,311177203,52.07088715569569,,0.33587
2025-10-28,7974,13025.0,202511,13750.0,961.87,412.561752195692,0.469093,12250.0,311087974,359.16834361775227,,0.469093
2025-10-28,8035,31450.0,202511,33000.0,2515.69,1541.78243407019,0.606374,30000.0,311508035,1480.9444665689043,,0.606374
2025-10-28,8306,2273.5,202511,2400.0,150.44,45.938308164908335,0.360395,2200.0,311158306,60.02479067943205,,0.360395
2025-10-28,9432,160.39999389648438,202511,175.0,14.57,0.1327539607759096,0.173126,150.0,311069432,0.3143849570123436,,0.173126
2025-10-28,9984,26290.0,202511,27500.0,2432.2,1859.3173873822907,0.787303,25000.0,311449984,1716.102179007332,,0.787303
2025-10-29,2914,4908.0,202511,5250.0,355.31,40.915655617043626,0.268165,4700.0,311152914,66.05998319454056,,0.268165
2025-10-29,3382,1935.5,202511,2000.0,79.18,28.87030792932024,0.245487,1800.0,311013382,10.30439010414142,,0.245487
2025-10-29,4063,4629.0,202511,4900.0,293.93,56.24886980394263,0.285769,4400.0,311164063,60.405285292280496,,0.285769
2025-10-29,4502,4234.0,202511,4400.0,200.09,68.26470968537706,0.274298,4000.0,311114502,44.44822778743037,,0.274298
2025-10-29,5108,6718.0,202511,7000.0,309.42,65.42086054328774,0.217556,6500.0,311025108,77.88847828077155,,0.217556
2025-10-29,5401,636.4000244140625,202511,660.0,32.29,15.649236956001827,0.347469,600.0,311135401,10.52441090068055,,0.347469
2025-10-29,5713,4920.0,202511,5000.0,171.5,144.03336185083026,0.319585,4600.0,311055713,58.73267854116352,,0.319585
2025-10-29,5802,4994.0,202511,5000.0,136.77,186.87915775311467,0.332333,4800.0,311065802,104.91052793921996,,0.332333
2025-10-29,6098,7580.0,202511,8000.0,522.62,197.72562925122568,0.416151,7250.0,311126098,211.95247719830104,,0.416151
2025-10-29,6301,5550.0,202511,5750.0,279.12,140.84158381440534,0.351402,5250.0,311166301,99.09272944388113,,0.351402
2025-10-29,6501,4850.0,202511,5000.0,294.69,230.553900141922,0.53243,4600.0,311216501,179.52080095695578,,0.53243
2025-10-29,6503,4154.0,202511,4400.0,267.18,51.69498874901171,0.29063,4000.0,311046503,72.16303412458956,,0.29063
2025-10-29,6594,1960.0,202511,2000.0,78.61,61.66010393991621,0.353761,1900.0,311096594,51.691530888134594,,0.353761
2025-10-29,6702,3839.0,202511,4000.0,194.33,66.56981746646966,0.293941,3600.0,311026702,40.17309083922726,,0.293941
2025-10-29,6723,1906.0,202511,2000.0,123.08,53.75492249031117,0.418111,1800.0,311046723,45.44610060541584,,0.418111
2025-10-29,6752,1875.0,202511,1950.0,124.68,82.32069844910427,0.530813,1800.0,311216752,77.92604357719893,,0.530813
2025-10-29,6758,4315.0,202511,4516.0,287.69,151.98671000512013,0.474034,4100.0,311486758,136.34548499823995,,0.474034
2025-10-29,6762,2591.5,202511,2800.0,227.81,45.94816010551472,0.39975,2400.0,311056762,42.92351976187979,,0.39975
2025-10-29,6861,62050.0,202511,65000.0,3866.14,1692.7849885697942,0.404251,59000.0,311196861,1531.882485874827,,0.404251
2025-10-29,6954,4823.0,202511,5000.0,253.61,134.48422722197665,0.376362,4600.0,311056954,110.39168158984056,,0.376362
2025-10-29,7203,3146.0,202511,3300.0,187.58,66.22649309876499,0.349758,3000.0,311177203,63.40869494690594,,0.349758
2025-10-29,7974,12940.0,202511,13500.0,828.25,463.4260382608245,0.468998,12250.0,311087974,385.29765812879214,,0.468998
2025-10-29,8035,32490.0,202511,34000.0,2540.67,1700.3079539371863,0.626738,31000.0,311528035,1604.3881378965707,,0.626738
2025-10-29,8306,2280.5,202511,2400.0,143.27,47.72578888843952,0.358372,2200.0,311158306,57.08588747354895,,0.358372
2025-10-29,9432,159.10000610351562,202511,175.0,15.87,0.1037157354899243,0.178334,150.0,311069432,0.4884356044271882,,0.178334
2025-10-29,9984,27315.0,202511,28750.0,2622.92,1916.9544564628088,0.803836,26000.0,311489984,1843.4782678450767,,0.803836
2025-10-30,2914,4925.0,202511,5250.0,338.57,44.44250645993611,0.268164,4700.0,311152914,61.53304184761123,,0.268164
2025-10-30,3382,1967.5,202511,2000.0,56.42,41.21293614237561,0.246733,1900.0,311023382,27.317388503815664,,0.246733
2025-10-30,4063,4599.0,202511,4800.0,231.98,70.20242246053772,0.278684,4400.0,311164063,65.2931621365517,,0.278684
2025-10-30,4502,4257.0,202511,4500.0,261.35,50.03916980838744,0.277812,4000.0,311114502,40.76886755668181,,0.277812
2025-10-30,5108,6744.0,202511,7000.0,286.09,73.2574408036628,0.21859,6500.0,311025108,71.33733963153372,,0.21859
2025-10-30,5401,643.0999755859375,202511,680.0,41.98,11.774753218601234,0.346418,620.0,311145401,15.1384728590331,,0.346418
2025-10-30,5713,5084.0,202511,5500.0,435.67,61.33421762231387,0.340377,4800.0,311065713,82.71276247649735,,0.340377
2025-10-30,5802,5299.0,202511,5500.0,260.13,116.76583688277356,0.326473,5000.0,311075802,78.53572103677016,,0.326473
2025-10-30,6098,7611.0,202511,8000.0,495.07,211.901208835684,0.420079,7250.0,311126098,204.9020660220372,,0.420079
2025-10-30,6301,5235.0,202511,5500.0,317.33,111.7602804499238,0.357381,5000.0,311156301,112.22546617220657,,0.357381
2025-10-30,6501,4963.0,202511,5250.0,410.72,227.84262188022035,0.605204,4700.0,311226501,218.7797190015258,,0.605204
2025-10-30,6503,4206.0,202511,4400.0,224.81,69.24349058647454,0.29726,4000.0,311046503,59.96763253999848,,0.29726
2025-10-30,6594,1947.0,202511,2000.0,83.99,54.81654080021485,0.347884,1800.0,311086594,22.941358920024584,,0.347884
2025-10-30,6702,4000.0,202511,4200.0,225.94,61.19578134729045,0.296327,3800.0,311036702,55.49743484925398,,0.296327
2025-10-30,6723,1829.5,202511,1900.0,102.86,59.17115171056082,0.422599,1700.0,311036723,35.656528102700634,,0.422599
2025-10-30,6752,1924.0,202511,2000.0,128.05,89.95704620829906,0.55447,1850.0,311226752,86.15312602281267,,0.55447
2025-10-30,6758,4232.0,202511,4420.0,271.97,154.03538967007262,0.477891,4036.0,311156758,141.14567357325063,,0.477891
2025-10-30,6762,2571.5,202511,2800.0,244.15,43.46302171665707,0.411111,2400.0,311056762,50.5065770783209,,0.411111
2025-10-30,6861,60010.0,202511,63000.0,3785.6,1597.4053479346403,0.404887,57000.0,311176861,1464.1873227669455,,0.404887
2025-10-30,6954,4861.0,202511,5000.0,226.17,152.67991631669997,0.381602,4600.0,311056954,101.53952402293044,,0.381602
2025-10-30,7203,3185.0,202511,3300.0,158.41,81.98880314104076,0.354965,3000.0,311177203,54.06274167415813,,0.354965
2025-10-30,7974,12910.0,202511,13500.0,843.24,467.3884389796958,0.480156,12250.0,311087974,409.7781999473855,,0.480156
2025-10-30,8035,32990.0,202511,34500.0,2665.95,1969.4721277355875,0.689523,31500.0,311538035,1862.6336553619287,,0.689523
2025-10-30,8306,2322.0,202511,2400.0,107.97,56.46260967988553,0.333983,2200.0,311158306,38.68342684010122,,0.333983
2025-10-30,9432,158.10000610351562,202511,175.0,16.87,0.1008557275963966,0.187268,150.0,311069432,0.7158590014586679,,0.187268
2025-10-30,9984,26300.0,202511,27500.0,2393.32,1975.782756074252,0.824585,25000.0,311449984,1818.4466722656216,,0.824585
2025-10-31,2914,5365.0,202511,5750.0,392.36,35.49229189790674,0.2505,5000.0,311182914,32.10844230048565,,0.2505
2025-10-31,3382,1966.0,202511,2000.0,55.72,40.03602054807948,0.244248,1900.0,311023382,27.279846131390286,,0.244248
2025-10-31,4063,4655.0,202511,4900.0,264.92,57.51179257162266,0.272941,4400.0,311164063,48.88815406247977,,0.272941
2025-10-31,4502,4153.0,202511,4400.0,257.3,36.979575514355815,0.251574,3900.0,311104502,30.69500514192339,,0.251574
2025-10-31,5108,6764.0,202511,7000.0,267.61,79.77498295254645,0.219508,6500.0,311025108,66.70393897045437,,0.219508
2025-10-31,5401,636.2999877929688,202511,660.0,31.02,15.169155260556778,0.341067,600.0,311135401,10.171993005867307,,0.341067
2025-10-31,5713,5077.0,202511,5500.0,438.98,58.69230532669803,0.337854,4800.0,311065713,83.35680210182477,,0.337854
2025-10-31,5802,5650.0,202511,6000.0,382.35,89.57355104707153,0.333549,5500.0,311085802,145.9544258508704,,0.333549
2025-10-31,6098,7708.0,202511,8000.0,415.03,240.65238728563327,0.410382,7250.0,311126098,168.27355907457013,,0.410382
2025-10-31,6301,5166.0,202511,5500.0,353.9,63.05863442697091,0.301461,4900.0,311146301,71.92701603164551,,0.301461
2025-10-31,6501,5318.0,202511,5500.0,306.26,225.8248205749196,0.498843,5000.0,311256501,161.95373127201424,,0.498843
2025-10-31,6503,4317.0,202511,4600.0,298.46,50.389673485533535,0.297717,4200.0,311056503,93.90325988566042,,0.297717
2025-10-31,6594,1883.0,202511,2000.0,131.93,37.77376056261346,0.37663,1800.0,311086594,44.58982974140463,,0.37663
2025-10-31,6702,4031.0,202511,4200.0,199.19,70.51463478594019,0.295377,3800.0,311036702,47.58060094408791,,0.295377
2025-10-31,6723,1911.0,202511,2000.0,115.24,54.77048743001694,0.41408,1800.0,311046723,43.23459467208511,,0.41408
2025-10-31,6752,1798.5,202511,1900.0,131.43,62.37525166537114,0.499095,1700.0,311196752,58.1333665695804,,0.499095
2025-10-31,6758,4332.0,202511,4516.0,271.49,167.57779416230233,0.492247,4100.0,311486758,138.942199874175,,0.492247
2025-10-31,6762,2673.0,202511,2800.0,159.76,70.27592958448474,0.394965,2600.0,311066762,86.07357216243054,,0.394965
